"a","D2_Gamma","D3_Gamma","D5_Gamma","D2_Beta","D3_Beta","D5_Beta","Beta_Gamma"
1.4,0.935060270705465,0.935060270705465,1,0.905467736823411,0.905467736823411,0.844111953320838,0.844111953320838
1.45,0.927616704654236,0.92761668307172,1,0.904364764847157,0.904364744060166,0.836136732004124,0.836136732004124
1.5,0.924426147941697,0.92442612635918,1,0.903197599609673,0.903197578822537,0.832247287282852,0.832247287282852
1.55,0.918862283900077,0.918862240735044,1,0.901981289319733,0.901981247745792,0.826039592534772,0.826039592534772
1.6,0.918148139851072,0.918148053527433,1,0.900712284278872,0.900712201130441,0.824485265928144,0.824485265928144
1.65,0.916757040087813,0.916756910387099,1,0.899388791576052,0.899388666749953,0.822286797899447,0.822286797899447
1.7,0.916673968222709,0.916673427964122,1,0.898030353524566,0.898029833492097,0.821385140376468,0.821385140376468
1.75,0.899695475196899,0.899694631752669,1,0.896631271192843,0.896630459644017,0.805443586935125,0.805443586935125
1.8,0.859366474698709,0.859363703947354,1,0.895195061758425,0.895192438585982,0.766037124150096,0.766037124150096
1.85,0.853656907837108,0.853653400400237,1,0.893733470525978,0.893730139125624,0.759846210774084,0.759846210774084
1.9,0.852835595749064,0.852826230515935,1,0.892249555574256,0.892241511619268,0.758421896293247,0.758421896293247
1.95,0.852035882520083,0.852021721172581,1,0.890741970043834,0.890730357206663,0.756982407318662,0.756982407318662
2,0.851907523187489,0.851879823634647,1,0.889222666487703,0.889204178536537,0.75620113184618,0.75620113184618
2.05,0.849353515416299,0.849306651579573,1,0.887693862640046,0.887659171889899,0.753116717121429,0.753116717121429
2.1,0.84737472176673,0.847315342057044,1,0.886152913419197,0.886106495469969,0.750619848418387,0.750619848418387
2.15,0.847357695610501,0.84722104167663,1,0.884629568524497,0.884545720665767,0.749951179154751,0.749951179154751
2.2,0.846659984889157,0.846486162027032,1,0.883104750233698,0.882990943165374,0.748687042565998,0.748687042565998
2.25,0.846407477895997,0.846171942794471,1,0.881600544254746,0.881435695390986,0.747844033884928,0.747844033884928
2.3,0.838452514784875,0.838101536456433,1,0.880129981831105,0.879899497444716,0.739785728736857,0.739785728736857
2.35,0.838551414008446,0.838020321266829,1,0.878671487868293,0.878362604058608,0.739239952502741,0.739239952502741
2.4,0.838059133254668,0.837262116537913,1,0.877311469280788,0.876847601963985,0.738065957407612,0.738065957407612
2.45,0.789480191009215,0.788589570173537,1,0.875898200922913,0.875361957699821,0.690988552326415,0.690988552326415
2.5,0.79005066138877,0.78850531483309,1,0.874585270435811,0.873886150732575,0.690513151834221,0.690513151834221
2.55,0.786614997324424,0.784737186925425,1,0.873296830745403,0.872418576500256,0.686536995100466,0.686536995100466
2.6,0.787190922931613,0.784696241254815,1,0.87211283639357,0.870979564380914,0.686123945877074,0.686123945877074
2.65,0.7851079627806,0.781893623797659,1,0.870861229148336,0.869576259702227,0.683083288302264,0.683083288302264
2.7,0.786571316800654,0.781764280223603,1,0.869404261214764,0.868199973231599,0.682618341028422,0.682618341028422
2.75,0.788398768024063,0.781728018038752,1,0.868048190217438,0.866856080689062,0.682257504648722,0.682257504648722
2.8,0.786617848526156,0.778918849444436,1,0.866566467679231,0.865541736985537,0.679292470880702,0.679292470880702
2.85,0.786415082744734,0.778161354486919,1,0.86563269594527,0.86424274976462,0.678258089649773,0.678258089649773
2.9,0.789306726768695,0.778107934909209,1,0.863327693430914,0.862978591982729,0.677916203116117,0.677916203116117
2.95,0.792525293710357,0.777040457491163,1,0.860165028439802,0.861753651689355,0.676615117895829,0.676615117895829
3,0.798141655754928,0.776958680239209,1,0.856462928327106,0.860569345840885,0.676274938663394,0.676274938663394
