"a","D2_Gamma","D3_Gamma","D5_Gamma","D2_Beta","D3_Beta","D5_Beta","Beta_Gamma"
0.5,0.997162823706071,0.997288296389614,1,0.999330332516686,0.99932181165668,0.996080796609041,0.996080796609041
1,0.976663333463453,0.970097948934397,1,0.998806509717438,0.998112179811087,0.973006791668299,0.973006791668299
1.5,0.978994389212972,0.913508423803351,1,0.973329054317831,0.994026517741482,0.930121753444141,0.930121753444141
2,0.417589481007565,0.839299474727636,1,0.0909519927876873,0.988726663009716,0.871327758726235,0.871327758726235
2.5,-0.306269932704012,0.763215615284462,1,-0.695057976746793,0.983459872583124,0.808821252039751,0.808821252039751
3,-0.38102629534561,0.694053044035692,1,-0.805365253679258,0.97937235134678,0.749160387454509,0.749160387454509
